Inosita Tab. 100mg 28's,2024,1,2789,4342653.6975
Ferfer Gro Sac. 30's,2024,1,7069,2961310.77099997
Duzalta Cap. 20mg 14's,2024,1,10448,5852578.42000031
LIMITROL TABS F.C. 0010MG X 10,2024,1,2,255
Treatan Tab. 16mg 28's,2024,1,2621,2716408.576
Arbi-D Tab. 300/25mg 14's,2024,1,1002,759299.3425
Avsar Tab. 160/10mg 14's,2024,1,54198,32582764.125
Galvecta Tab. 50mg 10's,2024,1,2403,813258.3729
"Opt-D Inj. 200,000 IU 1's",2024,1,35801,5100769.97450009
Eglaro-S Tab. 5/100mg 14's,2024,1,2757,1577797.115
Omron Weigh Scale BF-508,2024,1,2,35062.151
Evofix Susp. 100mg/5mL 60ML,2024,1,1856,455485.870499999
Orslim Cap. 120mg 30's,2024,1,21384,46466972.5525
Aircare DPI Device 1's,2024,1,2009,870762.558000003
Thewril Cap. 4mg 20's,2024,1,6026,3417601.214
Paridopa Tab. 150/37.5/200mg 30's,2024,1,-57,-82744.899
Gouric Tab. 40mg 20's,2024,1,73089,39464427.977
Xcept Tab. 2.5mg 10's,2024,1,17290,5114431.635
AXIFER IV 100MG 5AM,2024,1,411,300103.075
Omron BPM M1 Basic Limited Edition (DH),2024,1,5,26943.79
Galvecta Plus Tab. 50/1000mg 14's,2024,1,4145,2137633.3313
Zoltar Inj. 40mg 1's,2024,1,22458,4033383.05120001
IBANDRO TABS 150MG,2024,1,-15,-6649.125
Duzalta Cap. 60mg 10's,2024,1,3474,1991522.11620002
Evokalm Tab. 25mg 10's,2024,1,19075,3608676.5145999
Erli Plus Tab. 12.5/500mg 14's,2024,1,6333,2282859.11
Ad-D Chewable Tab. 10000IU 8's,2024,1,844,142789.499
Xcept Tab. 20mg 14's,2024,1,14188,11711709.395001
Retzole Tab. 2.5mg 10's,2024,1,2872,5096751.3
EvoCheck Go BGM Test Strip 50's,2024,1,3920,5430763.10999999
REKLAIM SACHET 30's,2024,1,15,6828.14900000001
Zilero Tab. 2.5mg 30’s,2024,1,760,576908.685
Paridopa Tab. 125/31.25/200mg 30's,2024,1,-183,-251596.515
Zibes Tab. 2.5mg 14's,2024,1,13511,746138.622000015
Erli Plus XR Tab. 5/1000mg 14's,2024,1,2157,801633.936
Evopride Tab. 2mg 30's,2024,1,9644,4217269.69000012
Treatan-D Tab. 16/12.5mg 28's,2024,1,1881,1576253.4129
Sacvin Tab. 50mg 30's,2024,1,20743,27231148.6979045
BD PEN NEEDLE 4MM 100’S,2024,1,87098,1934694.8889
Tiocap Cap. 18mcg 6's,2024,1,21270,2698592.274
Evokalm Tab. 100mg 10's,2024,1,9717,3996967.43830007
Xilica Cap. 150mg 14's,2024,1,1463,844951.369900004
X-Plended Tab. 10mg 10's,2024,1,181002,72888372.139216
Vible Tab. 30's,2024,1,6324,4540499.58069991
Erlina Tab. 10/5mg 14's,2024,1,10190,4942534.09999989
Tansin Tab. 50mg 10's,2024,1,23059,4477620.98920012
Erli Plus XR Tab. 12.5/1000mg 14's,2024,1,15560,7449248.10499967
Xilica Cap. 100mg 14's,2024,1,2148,1079270.02849999
Nise Tab. 100mg 20's,2024,1,216778,56233102.3253194
Revolic Tab. 30's,2024,1,1714,928483.147600006
X-Plended Tab. 20mg 10's,2024,1,100143,56586767.4212003
BD PEN NEEDLE 31GA 8MM (320109),2024,1,6520,148626.9286
Galvecta Plus Tab. 50/850mg 14's,2024,1,8111,4111572.6538
Duzalta Cap. 30mg 14's,2024,1,15173,9109780.26800037
Arbi Tab. 150mg 10's,2024,1,9265,2937606.2085
Erli Tab. 10mg 14's,2024,1,20922,7904357.37730073
Tansin DS Tab. 100mg 10's,2024,1,816,252253.2297
Erlina Tab. 25/5mg 14's,2024,1,9256,6357006.29400023
Klevra Tab. 500mg 30's,2024,1,2505,4046871.15399995
Histalis Tab. 10mg 10's,2024,1,9437,1441481.2164
Busonide Cap. 400/12 mcg 30's,2024,1,18826,8238193.54000039
Inosita Plus Tab. 50/1000mg 28's,2024,1,21055,22301901.4894
Galvecta Plus Tab. 50/500mg 14's,2024,1,5195,2547948.365
Paridopa Tab. 200/50/200mg 30's,2024,1,923,1845756.725
"Opt-D Cap. 25,000IU 4's",2024,1,3032,596269.930400002
Telsarta-A Tab. 10/80mg 10's,2024,1,1745,635886.3592
Telsarta Tab. 80mg 10's,2024,1,4131,1568977.3357
EvoCheck GS700 BGM Test Strips 50's,2024,1,6910,14582433.3099998
Byvas Tab. 2.5mg 14's,2024,1,33559,7252899.15489999
Supercran Sac. 10's,2024,1,1759,632701.504900001
Evokalm XR Tab. 300mg 10's,2024,1,2238,1351328.0184
EvoCheck GM700S BGM Meter Kit,2024,1,689,2446976.15
"Opt-D Cap. 200,000IU 1's",2024,1,65989,19723948.0140987
Busonide Cap. 200/6 mcg 30's,2024,1,2803,991652.500000004
Inosita TABS 100MG 14`S,2024,1,2,985.32
Zibes Tab. 10mg 20's,2024,1,1058,394958.1676
Inosita Plus TABS 50/850MG 14'S,2024,1,-2,-643.2
Diu Tansin Tab. 50/12.5mg 10's,2024,1,9812,2282948.3535
Erli Plus Tab. 5/1000mg 14's,2024,1,607,109371.2
Onita Sac. 2g 7's,2024,1,10091,11907047.9025
Byvas Tab. 5mg 14's,2024,1,41618,13650481.2573997
Oxivort Tab. 20mg 14's,2024,1,62,30849.2625
Eglaro Tab. 5mg 14's,2024,1,337,118046.73
Oxivort Tab. 10mg 14's,2024,1,2281,781980.235
Eglaro-S Tab. 15/100mg 14's,2024,1,7154,4791326.4965
Evopride Tab. 1mg 30's,2024,1,4388,997907.690200045
Avsar Plus Tab. 160/5/12.5mg 28's,2024,1,35670,15202522.1545026
Zoltar Cap. 40mg 14's,2024,1,5588,1841030.98069997
Avsar Plus Tab. 160/10/25mg 28's,2024,1,8935,4042880.61919998
Ferfer Sac. 30's,2024,1,14107,10617419.2736001
Femova Sac. 10's,2024,1,11349,12184229.9383994
Avsar Plus Tab. 160/5/25mg 28's,2024,1,2738,1157892.17000001
BD PEN NEEDLE 31GA 5MM (320119),2024,1,25973,592415.8211
Eglaro Tab. 15mg 14's,2024,1,374,165326.768
UFI Tab 5mg CP,2024,1,-15,-4513.075
Evokalm XR Tab. 200mg 10's,2024,1,809,441367.9128
Estar Tab. 10mg 14's,2024,1,62211,25998276.58
UriTreat Cap. 0.4mg 20's,2024,1,2470,2054416
Erli Plus XR Tab. 10/1000mg 14's,2024,1,3750,1710434.006
Omron BPM M1 Basic,2024,1,1891,13937267.7875
BD SYRINGE - BAG 1CC 30GA 8MM 10 (328838),2024,1,1642031,55925116.0713
"Opt-D Cap. 100,000IU 2's",2024,1,2309,591852.946499998
Klevra XR Tab. 500mg 10's,2024,1,607,342490.296
Treatan Tab. 4mg 14's,2024,1,16840,5684041.31099994
Agoviz Tab. 25mg 14's,2024,1,4870,3448425.11260008
Avsar Tab. 160/5mg 14's,2024,1,53436,26511852.296902
Evopride Plus Tab. 1/500mg 30's,2024,1,15121,4061708.17330049
Xilica Cap. 50mg 14's,2024,1,8779,3186661.65029988
Actnise Crm. 50gm 1's,2024,1,11792,3980779.45730011
MYOPRO 20MG 10'S,2024,1,-1,-264.32
Sacvin Tab. 200mg 30's,2024,1,527,1213091.1
Aireez Tab. 5mg 30's,2024,1,1263,503714.675
Xilica Cap. 25mg 14's,2024,1,2711,654178.0383
Gouric Tab. 80mg 20's,2024,1,18963,16168314.261
FREEDEP TABS F.C. 0050MG X 30,2024,1,9,2065.5
Anplag Tab. 60mg 14's,2024,1,1294,915289.01
Klevra Tab. 250mg 30's,2024,1,1576,1540891.58039998
Xcept Tab. 15mg 14's,2024,1,15059,10468068.52
Evokalm Tab. 200mg 10's,2024,1,1069,496942.503000003
Evofix DS Susp. 200mg/5mL 30ML,2024,1,4957,1252158.1795
Telsarta-A Tab. 5/40mg 14's,2024,1,45618,18920821.7616001
Evopride Tab. 4mg 30's,2024,1,7548,7090046.685
Avsar Tab. 80/5mg 14's,2024,1,156921,61396551.9615073
Voxamine Tab. 100mg 10's,2024,1,8178,5032767.69499999
K-1000 Tab. 30's,2024,1,19895,12407378.0844003
WINZITH TABS 500MG 6`S,2024,1,-1,-191.25
Inosita Tab. 50mg 28's,2024,1,9925,9849181.99249928
EvoCheck Go BGM Meter Kit,2024,1,1241,3317402.2
BD SYRINGE - BAG 1ML 31G 6MM,2024,1,116690,4493517.91499996
Telsarta-A Tab. 5/80mg 14's,2024,1,13104,7045385.30679986
EvoCheck BPM68,2024,1,149,727038.72
Ivadin Tab. 7.5mg 14's,2024,1,1249,441607.045
Omron ETB Eco Temp Basic,2024,1,217,314867.9909
Erli Plus Tab. 12.5/1000mg 14's,2024,1,2755,992406.11
Treatan Tab. 8mg 14's,2024,1,13139,5297268.78250006
Telsarta Tab. 20mg 10's,2024,1,9145,1700359.5148
Paridopa TABS 100/25/200MG 10's,2024,1,-2,-561
Inosita Tab. 25mg 10's,2024,1,932,267127.596
Tiocap Cap. 18mcg 30's,2024,1,54,34425
Fasteso Tab. 40mg 14's,2024,1,6060,2382444.83119995
Lowplat Plus Tab. 75/75mg 10's,2024,1,417492,105442056.796534
Kalsob Tab. 30's,2024,1,28537,17757695.9202986
Inosita Plus Tab. 50/500mg 28's,2024,1,51901,53566751.1282075
Paridopa Tab. 75/18.75/200mg 14's,2024,1,-349,-146691.368
Omron BPM M7 Intelli IT,2024,1,104,2421680.972
Inosita Plus Tab. 50/850mg 28's,2024,1,14682,15425236.4634
Arbi-D Tab. 300/12.5mg 10's,2024,1,7102,4022622.8105
Ramipace Tab. 2.5mg 28's,2024,1,34809,18940684.5990022
Anplag Tab. 90mg 20's,2024,1,12977,18540184.055
Anex-M Tab. 85/500mg 2's,2024,1,2263,751918.499999992
HIFAZAT Hand Sanitizer 100ML,2024,1,-91,-19020.4769
Ivadin Tab. 5mg 14's,2024,1,7704,2738744.0275
Estar Tab. 20mg 14's,2024,1,6238,3409908.445
Redexa Cap. 60mg 30's,2024,1,5771,4359878.65
Estar Tab. 5mg 14's,2024,1,38548,11006373.5259985
Klevra Soln. 500mg/5mL 60mL,2024,1,3717,2037666.34079998
X-Plended Tab. 5mg 10's,2024,1,50549,11689937.5166014
Paridopa Tab. 100/25/200mg 30's,2024,1,2466,3778443.205
EVOZID VIAL DRY 0010ML 0001G  X 1,2024,1,-1,-191.25
X-Plended EZ Tab. 20/10mg 10's,2024,1,8963,5136108.75999987
Ramipace Tab. 5mg 28's,2024,1,17816,12917203.3220006
Telsarta-D Tab. 80/12.5mg 14's,2024,1,5609,3461543.3432
Evofix Susp. 100mg/5mL 30ML,2024,1,10349,2338556.9325
Inosita Plus XR Tab. 100/1000mg 14's,2024,1,8535,5850903.92940029
Telsarta Tab. 40mg 10's,2024,1,17394,4852185.0655
SPEDICAM TABS 8MG 10`S,2024,1,-34,-4320.72
Telsarta-A Tab. 10/40mg 10's,2024,1,8725,2804685.5621
Zilfom Tab. 400mg 5's,2024,1,3282,1461608.7875
Erli Plus Tab. 12.5/850mg 14's,2024,1,3967,1430882.01
EvoCheck Pulse Oximeter,2024,1,116,305960
Dapwiz Tab. 5mg 10's,2024,1,7125,1507459.962
Zilero Tab. 5mg 30’s,2024,1,587,519933.78
Inosita Plus XR Tab. 50/500mg 14's,2024,1,29383,17020661.147998
Sparliv Tab. 30's,2024,1,4249,3352783.2146001
UFI Tab 10mg CP,2024,1,-56,-27081
Evopride Tab. 3mg 30's,2024,1,4200,2562615.4775
Arbi Tab. 300mg 10's,2024,1,3924,1658146.6999
Azliv Tab. 500mg CP 6's,2024,1,-223,-51717.1875
Phytus Syp. 120ML,2024,1,8725,3250812.69180002
Sacvin Tab. 100mg 30's,2024,1,3311,6425685.35560012
Fasteso Tab. 20mg 14's,2024,1,2318,514710.444999994
Telsarta-D Tab. 40/12.5mg 14's,2024,1,9559,3966671.5813
"Omron Weigh Scale HN-289 ",2024,1,49,270168.9078
Ad Folic Tab. 30's,2024,1,25367,9824302.67980173
X-Plended EZ Tab. 5/10mg 10's,2024,1,7946,1949392.6375
Evo Joshanda Sac. 30's,2024,1,6220,2849371.6104
X-Plended EZ Tab. 10/10mg 10's,2024,1,24220,9017371.801
Actiflor Sac. 250mg 10's,2024,1,5434,3430419.4293
Neo Q 10 Cap. 100mg 20's,2024,1,2970,3299519.88699995
Dapwiz Tab. 10mg 10's,2024,1,16207,5207936.0683
MYOPRO 10MG 10'S,2024,1,-1,-145.86
Erli Plus Tab. 5/850mg 14's,2024,1,317,57553.5000000001
LACTEUS GROW 3 400g,2024,1,-2,-2386.5
Ramipace Tab. 1.25mg 28's,2024,1,10041,3643318.3180001
Voxamine Tab. 50mg 10's,2024,1,7766,2401398.11800004
Xcept Tab. 10mg 10's,2024,1,37959,17149808.2088
Byvas Tab. 10mg 14's,2024,1,3482,1397330.6375
Omron BPM Wrist RS1,2024,1,93,737078.3275
Lowplat Tab. 75mg 10's,2024,1,334113,78774945.0624957
Xilica Cap. 75mg 14's,2024,1,10613,4786291.44459998
Erli Plus XR Tab. 25/1000mg 14's,2024,1,8714,5946272.03599967
Ramipace Tab. 10mg 28's,2024,1,2690,2626615.89529999
Azliv Tab. 250mg CP 6's,2024,1,70,10958.766
Arbi-D Tab. 150/12.5mg 10's,2024,1,13141,4998919.30800001
Aireez Sac. 4mg 14's,2024,1,5080,1610157.125
Aireez Tab. 10mg 30's,2024,1,16217,10307016.3152
Ad-D Chewable Tab. 2000IU 30's,2024,1,960,362700.468999999
Evofix Cap. 400mg 10's,2024,1,5492,3599755.78
Erli Tab. 25mg 14's,2024,1,9317,4630445.77499981
Zoltar Cap. 20mg 14's,2024,1,7708,2353762.22160005
Erli Plus Tab. 5/500mg 14's,2024,1,768,221586.5
Zibes Tab. 5mg 20's,2024,1,14845,3001127.4134
Avsar Plus Tab. 160/10/12.5mg 28's,2024,1,35322,16324233.2790041
SheVit Tab. 30's,2024,1,12519,6192174.8891999
EvoCheck Infrared Thermometer,2024,1,23,110934.3903
Redexa Cap. 30mg 30's,2024,1,4620,2251060.032
Paridopa Tab. 50/12.5/200mg 30's,2024,1,1022,1062588.62499999
Inosita Plus XR Tab. 50/1000mg 14's,2024,1,12009,7506905.4765
Evopride Plus Tab. 2/500mg 30's,2024,1,40009,19697933.3255982
Lowplat Plus Tab. 75/150mg 10's,2024,1,1004,255660.9309
Histalis Tab. 20mg 10's,2024,1,1396,402917.7565
Omron BPM M3 Comfort,2024,1,113,1852482.1808
Dipof Cap. 6/25mg 20's,2024,1,1880,616419.607900008
Dipof Cap. 3/25mg 20's,2024,1,5823,1135870.12419999
FREEDEP TABS F.C. 0100MG X 20,2024,1,-9,-2295
Ad Folic OD Tab. 600mcg 30's,2024,1,31389,16384957.187598
Avsar Plus Tab. 320/10/25mg 28's,2024,1,3044,1716103.925
Tiocap Cap. 18mcg 6's,2024,2,21547,2726225.196
X-Plended Tab. 5mg 10's,2024,2,49591,11480570.576301
Eglaro-S Tab. 5/100mg 14's,2024,2,2767,1583874.36
Evokalm Tab. 100mg 10's,2024,2,9119,3751949.49900004
Byvas Tab. 5mg 14's,2024,2,43032,14115852.3379996
Ad-D Chewable Tab. 10000IU 8's,2024,2,1206,204004.926999999
Avsar Plus Tab. 160/10/25mg 28's,2024,2,8578,3886119.74879994
Erli Plus Tab. 12.5/500mg 14's,2024,2,8501,3064849.08
Evokalm Tab. 200mg 10's,2024,2,873,405234.970400001
Vible Tab. 30's,2024,2,5799,4164382.70649997
Galvecta Plus Tab. 50/500mg 14's,2024,2,5102,2500286.1386
